Core-index	Vocab-KO-Index	Sent-KO-Index	New-Opt-Voc-Index	Opt-Voc-Index	Opt-Sen-Index	"jlpt "	Vocab-expression	Vocab-kana	Vocab-meaning	Vocab-pos	Sentence-expression	Sentence-kana	Sentence-meaning	Vocab-furigana	Sentence-furigana	Sentence-Cloze
90	152	153	176	174	70	JLPT4	歩く	あるく	walk, go on foot	Verb	駅まで<b>歩きましょう</b>。	えき まで <b>あるきましょう</b>	Let's walk to the station.	歩[ある]く	駅[えき]まで<b> 歩[ある]きましょう</b>。	駅[えき]まで<b>（　）</b>。
91	406	407	288	286	172	JLPT0	直ぐ	すぐ	at once, soon	Adverb	<b>直ぐ</b>行きます。	<b>すぐ</b> いきます	I'll go right away.	直[す]ぐ	<b> 直[す]ぐ</b> 行[い]きます。	<b>（　）</b> 行[い]きます。
92	131	132	165	164	60	JLPT4	会う	あう	meet	Verb	また<b>会いましょう</b>。	また <b>あいましょう</b>	Let's meet again.	会[あ]う	また<b> 会[あ]いましょう</b>。	また<b>（　）</b>。
93	175	197	191	189	89	JLPT4	部屋	へや	room	Noun	私の<b>部屋</b>は2階にあります。	わたし の <b>へや</b> は にかい に あります	My room is on the second floor.	部屋[へや]	私[わたし]の<b> 部屋[へや]</b>は 2階[にかい]にあります。	私[わたし]の<b>（　）</b>は 2階[にかい]にあります。
94	781	782	1023	358	303	JLPT2	起こる	おこる	happen	Verb	町で大事件が<b>起こりました</b>。	まち で だいじけん が <b>おこりました</b>	There was a major incident in town.	起[お]こる	町[まち]で 大事件[だいじけん]が<b> 起[お]こりました</b>。	町[まち]で 大事件[だいじけん]が<b>（　）</b>。
95	203	443	204	203	245	JLPT4	秋	あき	autumn, fall	Noun	彼女は<b>秋</b>に結婚します。	かのじょ は <b>あき</b> に けっこん します	She'll get married this fall.	秋[あき]	彼女[かのじょ]は<b> 秋[あき]</b>に 結婚[けっこん]します。	彼女[かのじょ]は<b>（　）</b>に 結婚[けっこん]します。
96	295	296	251	250	127	JLPT4	難しい	むずかしい	difficult	Adjective	この本は<b>難しい</b>ですね。	この ほん は <b>むずかしい</b> です ね	This book is difficult.	難[むずか]しい	この 本[ほん]は<b> 難[むずか]しい</b>ですね。	この 本[ほん]は<b>（　）</b>ですね。
97	257	441	231	229	225	JLPT3	送る	おくる	send	Verb	彼の家に荷物を<b>送りました</b>。	かれ の いえ に にもつ を <b>おくりました</b>	I sent a package to his house.	送[おく]る	彼[かれ]の 家[いえ]に 荷物[にもつ]を<b> 送[おく]りました</b>。	彼[かれ]の 家[いえ]に 荷物[にもつ]を<b>（　）</b>。
98	476	1047	327	325	357	JLPT4	死ぬ	しぬ	die	Verb	犬が病気で<b>死にました</b>。	いぬ が びょうき で <b>しにました</b>。	Our dog got sick and died.	死[し]ぬ	犬[いぬ]が 病気[びょうき]で<b> 死[し]にました</b>。	犬[いぬ]が 病気[びょうき]で<b>（　）</b>。
99	361	362	263	261	146	JLPT4	乗る	のる	ride, take	Verb	駅からはタクシーに<b>乗って</b>ください。	えき からは たくしー に <b>のって</b> ください	Please take a taxi from the station.	乗[の]る	駅[えき]からはタクシーに<b> 乗[の]って</b>ください。	駅[えき]からはタクシーに<b>（　）</b>ください。
100	102	424	134	133	188	JLPT4	安い	やすい	inexpensive, cheap	Adjective	この服はとても<b>安かった</b>。	この ふく は とても <b>やすかった</b>	These clothes were very cheap.	安[やす]い	この 服[ふく]はとても<b> 安[やす]かった</b>。	この 服[ふく]はとても<b>（　）</b>。
101	129	441	163	162	226	JLPT4	書く	かく	write	Verb	彼に手紙を<b>書きました</b>。	かれ に てがみ を <b>かきました</b>	I wrote him a letter.	書[か]く	彼[かれ]に 手紙[てがみ]を<b> 書[か]きました</b>。	彼[かれ]に 手紙[てがみ]を<b>（　）</b>。
102	122	428	160	158	193	JLPT4	話す	はなす	speak, tell	Verb	母と電話で<b>話しました</b>。	はは と でんわ で <b>はなしました</b>	I spoke to my mother on the phone.	話[はな]す	母[はは]と 電話[でんわ]で<b> 話[はな]しました</b>。	母[はは]と 電話[でんわ]で<b>（　）</b>。
103	569	570	1002	337	276	JLPT4	頭	あたま	head	Noun	今朝から<b>頭</b>が痛い。	けさ から <b>あたま</b> が いたい	I've had a headache since this morning.	頭[あたま]	今朝[けさ]から<b> 頭[あたま]</b>が 痛[いた]い。	今朝[けさ]から<b>（　）</b>が 痛[いた]い。
104	53	1688	101	100	385	JLPT4	体	からだ	body, health	Noun	私は<b>体</b>が丈夫だ。	わたし は <b>からだ</b> が じょうぶ だ	I'm physically strong.	体[からだ]	私[わたし]は<b> 体[からだ]</b>が 丈夫[じょうぶ]だ。	私[わたし]は<b>（　）</b>が 丈夫[じょうぶ]だ。
105	0	52	135	143	14	JLPT4	ここ	ここ	here	Pronoun	<b>ここ</b>に本があります。	<b>ここ</b> に ほん が あります	There's a book here.	ここ	<b>ここ</b>に 本[ほん]があります。	<b>（　）</b>に 本[ほん]があります。
106	261	262	233	232	112	JLPT4	待つ	まつ	wait, wait for	Verb	あなたが来るのを<b>待っています</b>。	あなた が くる の を <b>まって います</b>	I am waiting for you to come.	待[ま]つ	あなたが 来[く]るのを<b> 待[ま]っています</b>。	あなたが 来[く]るのを<b>（　）</b>。
107	103	987	136	134	340	JLPT4	低い	ひくい	low, short	Adjective	彼は背が<b>低い</b>。	かれ は せ が <b>ひくい</b>	He's short.	低[ひく]い	彼[かれ]は 背[せ]が<b> 低[ひく]い</b>。	彼[かれ]は 背[せ]が<b>（　）</b>。
108	0	441	143	151	227	JLPT3	もらう	もらう	receive	Verb	彼女からプレゼントを<b>もらいました</b>。	かのじょ から ぷれぜんと を <b>もらいました</b>	I got a present from her.	もらう	彼女[かのじょ]からプレゼントを<b>もらいました</b>。	彼女[かのじょ]からプレゼントを<b>（　）</b>。
109	116	117	148	147	49	JLPT4	食べる	たべる	eat	Verb	昨日タイカレーを<b>食べました</b>。	きのう たいかれー を <b>たべました</b>	I had Thai curry yesterday.	食[た]べる	昨日[きのう]タイカレーを<b> 食[た]べました</b>。	昨日[きのう]タイカレーを<b>（　）</b>。
110	376	377	271	269	153	JLPT4	早い	はやい	early	Adjective	まだ学校へ行くには<b>早い</b>時間です。	まだ がっこう へ いく に は <b>はやい</b> じかん です	It's still too early to go to school.	早[はや]い	まだ 学校[がっこう]へ 行[い]くには<b> 早[はや]い</b> 時間[じかん]です。	まだ 学校[がっこう]へ 行[い]くには<b>（　）</b> 時間[じかん]です。
111	433	950	310	308	331	JLPT4	兄	あに	older brother	Noun	<b>兄</b>は水泳が得意です。	<b>あに</b> は すいえい が とくい です	My big brother is good at swimming.	兄[あに]	<b> 兄[あに]</b>は 水泳[すいえい]が 得意[とくい]です。	<b>（　）</b>は 水泳[すいえい]が 得意[とくい]です。
112	239	274	225	224	120	JLPT4	名前	なまえ	name	Noun	あなたの<b>名前</b>を教えてください。	あなた の <b>なまえ</b> を おしえて ください	Please tell me your name.	名前[なまえ]	あなたの<b> 名前[なまえ]</b>を 教[おし]えてください。	あなたの<b>（　）</b>を 教[おし]えてください。
113	891	892	1033	368	320	JLPT2	夫	おっと	husband	Noun	私の<b>夫</b>はサラリーマンです。	わたし の <b>おっと</b> は さらりーまん です	My husband is a company employee.	夫[おっと]	私[わたし]の<b> 夫[おっと]</b>はサラリーマンです。	私[わたし]の<b>（　）</b>はサラリーマンです。
114	1	380	3	2	158	JLPT4	一	いち	one	Noun	<b>一</b>から始めましょう。	<b>いち</b> から はじめましょう	Let's start from the beginning.	一[いち]	<b> 一[いち]</b>から 始[はじ]めましょう。	<b>（　）</b>から 始[はじ]めましょう。
115	442	443	319	317	246	JLPT4	結婚	けっこん	marriage	Verbal Noun	彼女は来月<b>結婚</b>します。	かのじょ は らいげつ <b>けっこん</b> します	She's getting married next month.	結婚[けっこん]	彼女[かのじょ]は 来月[らいげつ]<b> 結婚[けっこん]</b>します。	彼女[かのじょ]は 来月[らいげつ]<b>（　）</b>します。
116	428	902	305	304	323	JLPT2	親	おや	parent	Noun	<b>親</b>の愛は有り難い。	<b>おや</b> の あい は ありがたい	We're grateful for our parents' love.	親[おや]	<b> 親[おや]</b>の 愛[あい]は 有[あ]り 難[がた]い。	<b>（　）</b>の 愛[あい]は 有[あ]り 難[がた]い。
117	217	218	212	211	100	JLPT4	古い	ふるい	old	Adjective	私は<b>古い</b>車が好きです。	わたし は <b>ふるい</b> くるま が すき です	I like old cars.	古[ふる]い	私[わたし]は<b> 古[ふる]い</b> 車[くるま]が 好[す]きです。	私[わたし]は<b>（　）</b> 車[くるま]が 好[す]きです。
118	1021	1022	1047	382	348	JLPT3	美しい	うつくしい	beautiful	Adjective	この絵は<b>美しい</b>です。	この え は <b>うつくしい</b> です	This picture is beautiful.	美[うつく]しい	この 絵[え]は<b> 美[うつく]しい</b>です。	この 絵[え]は<b>（　）</b>です。
119	60	441	108	107	228	JLPT4	足	あし	leg, foot	Noun	彼は<b>足</b>が長い。	かれ は <b>あし</b> が ながい	He has long legs.	足[あし]	彼[かれ]は<b> 足[あし]</b>が 長[なが]い。	彼[かれ]は<b>（　）</b>が 長[なが]い。
120	370	371	267	266	149	JLPT4	次	つぎ	next	Noun	<b>次</b>はいつ会いましょうか。	<b>つぎ</b> は いつ あいましょう か	When shall we meet again?	次[つぎ]	<b> 次[つぎ]</b>はいつ 会[あ]いましょうか。	<b>（　）</b>はいつ 会[あ]いましょうか。
121	781	782	1024	359	304	JLPT0	起こす	おこす	wake up	Verb	明日、6時に<b>起こして</b>ください。	あす ろくじ に <b>おこして</b> ください	Please wake me up tomorrow at six o'clock.	起[お]こす	明日[あす]、 6時[ろくじ]に<b> 起[お]こして</b>ください。	明日[あす]、 6時[ろくじ]に<b>（　）</b>ください。
122	120	401	154	153	170	JLPT4	見せる	みせる	show	Verb	その写真を<b>見せて</b>ください。	その しゃしん を <b>みせて</b> ください	Please show me those pictures.	見[み]せる	その 写真[しゃしん]を<b> 見[み]せて</b>ください。	その 写真[しゃしん]を<b>（　）</b>ください。
123	436	437	313	312	204	JLPT3	娘	むすめ	daughter, girl	Noun	私の<b>娘</b>はアメリカにいます。	わたし の <b>むすめ</b> は あめりか に います	My daughter is in the United States.	娘[むすめ]	私[わたし]の<b> 娘[むすめ]</b>はアメリカにいます。	私[わたし]の<b>（　）</b>はアメリカにいます。
124	0	52	151	159	15	JLPT4	とても	とても	very	Adverb	この本は<b>とても</b>おもしろい。	この ほん は <b>とても</b> おもしろい	This book is very interesting.	とても	この 本[ほん]は<b>とても</b>おもしろい。	この 本[ほん]は<b>（　）</b>おもしろい。
125	39	480	78	77	263	JLPT4	少し	すこし	a bit, a little while	Adverb	<b>少し</b>疲れました。	<b>すこし</b> つかれました	I'm a little tired.	少[すこ]し	<b> 少[すこ]し</b> 疲[つか]れました。	<b>（　）</b> 疲[つか]れました。
126	289	290	250	249	126	JLPT4	質問	しつもん	question	Verbal Noun	<b>質問</b>のある方はどうぞ。	<b>しつもん</b> の ある かた は どうぞ	Please feel free to ask any questions.	質問[しつもん]	<b> 質問[しつもん]</b>のある 方[かた]はどうぞ。	<b>（　）</b>のある 方[かた]はどうぞ。
127	392	393	281	280	167	JLPT0	楽しむ	たのしむ	enjoy	Verb	今日は一人の時間を<b>楽しみたい</b>。	きょう は ひとり の じかん を <b>たのしみたい</b>	Today I would like to enjoy some time to myself.	楽[たの]しむ	今日[きょう]は 一人[ひとり]の 時間[じかん]を<b> 楽[たの]しみたい</b>。	今日[きょう]は 一人[ひとり]の 時間[じかん]を<b>（　）</b>。
128	401	402	286	284	171	JLPT4	色	いろ	color	Noun	すてきな<b>色</b>のセーターですね。	すてき な <b>いろ</b> の せーたー です ね	That sweater is a wonderful color.	色[いろ]	すてきな<b> 色[いろ]</b>のセーターですね。	すてきな<b>（　）</b>のセーターですね。
129	0	1338	158	167	372	JLPT4	みんな	みんな	all, everybody	Noun	<b>みんな</b>にお菓子をあげましょう。	<b>みんな</b> に おかし を あげましょう	Let's give everyone some sweets.	みんな	<b>みんな</b>にお 菓子[かし]をあげましょう。	<b>（　）</b>にお 菓子[かし]をあげましょう。
130	259	297	232	230	128	JLPT4	取る	とる	take, get	Verb	テストでいい点を<b>取った</b>。	てすと で いい てん を <b>とった</b>	I got a good grade on the test.	取[と]る	テストでいい 点[てん]を<b> 取[と]った</b>。	テストでいい 点[てん]を<b>（　）</b>。
131	277	278	246	244	122	JLPT4	勉強	べんきょう	study	Verbal Noun	私は日本語を<b>勉強</b>しています。	わたし は にほんご を <b>べんきょう</b> して います	I'm studying Japanese.	勉強[べんきょう]	私[わたし]は 日本語[にほんご]を<b> 勉強[べんきょう]</b>しています。	私[わたし]は 日本語[にほんご]を<b>（　）</b>しています。
132	48	441	97	96	229	JLPT0	出来る	できる	can do, be good at	Verb	彼女はイタリア語が<b>出来ます</b>。	かのじょ は いたりあご が <b>できます</b>	She knows Italian.	出来[でき]る	彼女[かのじょ]はイタリア 語[ご]が<b> 出来[でき]ます</b>。	彼女[かのじょ]はイタリア 語[ご]が<b>（　）</b>。
133	159	441	184	182	230	JLPT4	短い	みじかい	short, brief	Adjective	彼は足が<b>短い</b>。	かれ は あし が <b>みじかい</b>	His legs are short.	短[みじか]い	彼[かれ]は 足[あし]が<b> 短[みじか]い</b>。	彼[かれ]は 足[あし]が<b>（　）</b>。
134	665	1678	1006	341	384	JLPT0	落ちる	おちる	fall, sink	Verb	猿も木から<b>落ちる</b>。	さる も き から <b>おちる</b>	Monkeys also fall from trees.	落[お]ちる	猿[さる]も 木[き]から<b> 落[お]ちる</b>。	猿[さる]も 木[き]から<b>（　）</b>。
135	437	438	314	313	206	JLPT3	息子	むすこ	son	Noun	うちの<b>息子</b>は大学1年生です。	うち の <b>むすこ</b> は だいがく いちねんせい です	My son's a college freshman.	息子[むすこ]	うちの<b> 息子[むすこ]</b>は 大学1年生[だいがく いちねんせい]です。	うちの<b>（　）</b>は 大学1年生[だいがく いちねんせい]です。
